series_id	area_code	item_code	footnote_codes	begin_year	begin_period	end_year	end_period
APUA21272611     	A212	72611	          	1978	M11	1986	M12
APUA21272620     	A212	72620	          	1978	M11	1986	M12
APUA21272621     	A212	72621	          	1978	M11	1986	M01
APUA21274712     	A212	74712	          	1978	M01	1986	M12
APUA21274713     	A212	74713	          	1978	M01	1980	M05
APUA21274714     	A212	74714	          	1978	M01	1986	M12
APUA21274716     	A212	74716	          	1981	M09	1986	M12
APUA2127471A     	A212	7471A	          	1978	M01	1986	M12
APUA21372511     	A213	72511	          	1978	M11	1986	M12
APUA21372601     	A213	72601	          	1978	M11	1986	M12
APUA21372610     	A213	72610	          	1978	M11	1986	M12
APUA21372611     	A213	72611	          	1978	M11	1986	M12
APUA21372620     	A213	72620	          	1978	M11	1986	M12
APUA21372621     	A213	72621	          	1978	M11	1986	M12
APUA21374712     	A213	74712	          	1978	M01	1986	M12
APUA21374713     	A213	74713	          	1978	M01	1980	M11
APUA21374714     	A213	74714	          	1978	M01	1986	M12
APUA21374716     	A213	74716	          	1981	M09	1986	M12
APUA2137471A     	A213	7471A	          	1978	M01	1986	M12
APUA21472601     	A214	72601	          	1978	M11	1986	M12
APUA21472610     	A214	72610	          	1978	M11	1986	M12
APUA21472611     	A214	72611	          	1978	M11	1986	M12
APUA21472620     	A214	72620	          	1978	M11	1986	M12
APUA21472621     	A214	72621	          	1978	M11	1986	M12
APUA21474712     	A214	74712	          	1978	M01	1986	M12
APUA21474713     	A214	74713	          	1978	M01	1980	M05
APUA21474714     	A214	74714	          	1978	M01	1986	M12
APUA21474716     	A214	74716	          	1984	M09	1986	M12
APUA2147471A     	A214	7471A	          	1978	M01	1986	M12
APUA30072511     	A300	72511	          	1978	M11	2014	M02
APUA30072601     	A300	72601	          	1978	M11	2013	M06
APUA30072610     	A300	72610	          	1978	M11	2014	M02
APUA30072611     	A300	72611	          	1978	M11	2013	M06
APUA30072620     	A300	72620	          	1978	M11	2014	M02
APUA30072621     	A300	72621	          	1978	M11	2013	M06
APUA30074712     	A300	74712	          	1978	M01	1991	M04
APUA30074713     	A300	74713	          	1978	M01	1981	M06
APUA30074714     	A300	74714	          	1978	M01	2014	M02
APUA30074715     	A300	74715	          	1993	M12	2014	M02
APUA30074716     	A300	74716	          	1981	M09	2014	M02
APUA30074717     	A300	74717	          	1998	M01	2014	M02
APUA3007471A     	A300	7471A	          	1978	M01	2014	M02
APUA31172601     	A311	72601	          	1998	M01	2013	M06
APUA31172610     	A311	72610	          	1998	M01	2014	M02
APUA31172611     	A311	72611	          	1998	M01	2013	M06
APUA31172620     	A311	72620	          	1998	M01	2014	M02
APUA31172621     	A311	72621	          	1998	M01	2013	M06
APUA31174714     	A311	74714	          	1998	M01	2014	M02
APUA31174715     	A311	74715	          	1998	M01	2014	M02
APUA31174716     	A311	74716	          	1998	M01	2014	M02
APUA3117471A     	A311	7471A	          	1998	M01	2014	M02
APUA31572511     	A315	72511	          	1978	M11	1997	M12
APUA31572601     	A315	72601	          	1978	M11	1997	M12
APUA31572610     	A315	72610	          	1978	M11	1997	M12
APUA31572611     	A315	72611	          	1978	M11	1997	M12
APUA31572620     	A315	72620	          	1978	M11	1997	M12
APUA31572621     	A315	72621	          	1978	M11	1997	M12
APUA31574712     	A315	74712	          	1978	M01	1988	M03
APUA31574713     	A315	74713	          	1978	M01	1980	M09
APUA31574714     	A315	74714	          	1978	M01	1997	M12
APUA31574715     	A315	74715	          	1993	M12	1997	M12
APUA31574716     	A315	74716	          	1981	M09	1997	M12
APUA3157471A     	A315	7471A	          	1978	M01	1997	M12
APUA31672601     	A316	72601	          	1978	M11	2013	M06
APUA31672610     	A316	72610	          	1978	M11	2014	M02
APUA31672611     	A316	72611	          	1978	M11	2013	M06
APUA31672620     	A316	72620	          	1978	M11	2014	M02
APUA31672621     	A316	72621	          	1978	M11	2013	M06
APUA31674712     	A316	74712	          	1978	M01	1989	M12
APUA31674713     	A316	74713	          	1978	M01	1980	M05
APUA31674714     	A316	74714	          	1978	M01	2014	M02
APUA31674715     	A316	74715	          	1993	M12	2014	M02
APUA31674716     	A316	74716	          	1981	M09	2014	M02
APUA3167471A     	A316	7471A	          	1978	M01	2014	M02
APUA31772511     	A317	72511	          	1978	M11	1997	M12
APUA31772601     	A317	72601	          	1978	M11	1997	M12
APUA31772610     	A317	72610	          	1978	M11	1997	M12
APUA31772611     	A317	72611	          	1978	M11	1997	M12
APUA31772620     	A317	72620	          	1978	M11	1997	M12
APUA31772621     	A317	72621	          	1978	M11	1997	M12
APUA31774712     	A317	74712	          	1978	M01	1988	M12
APUA31774713     	A317	74713	          	1978	M01	1980	M09
APUA31774714     	A317	74714	          	1978	M01	1997	M12
APUA31774715     	A317	74715	          	1993	M12	1997	M12
APUA31774716     	A317	74716	          	1981	M09	1997	M12
APUA3177471A     	A317	7471A	          	1978	M01	1997	M12
APUA31872601     	A318	72601	          	1979	M08	2013	M06
APUA31872610     	A318	72610	          	1978	M11	2014	M02
APUA31872611     	A318	72611	          	1979	M08	2013	M06
APUA31872620     	A318	72620	          	1979	M03	2014	M02
APUA31872621     	A318	72621	          	1978	M11	2013	M06
APUA31874712     	A318	74712	          	1978	M01	1989	M04
APUA31874713     	A318	74713	          	1978	M01	1980	M09
APUA31874714     	A318	74714	          	1978	M01	2014	M02
APUA31874715     	A318	74715	          	1993	M12	2014	M02
APUA31874716     	A318	74716	          	1981	M09	2014	M02
APUA3187471A     	A318	7471A	          	1978	M01	2014	M02
APUA31972601     	A319	72601	          	1978	M11	2013	M06
APUA31972610     	A319	72610	          	1978	M11	2014	M02
APUA31972611     	A319	72611	          	1978	M11	2013	M06
APUA31972620     	A319	72620	          	1978	M11	2014	M02
APUA31972621     	A319	72621	          	1978	M11	2013	M06
APUA31974712     	A319	74712	          	1978	M01	1986	M12
APUA31974713     	A319	74713	          	1978	M01	1981	M03
APUA31974714     	A319	74714	          	1978	M01	2014	M02
APUA31974715     	A319	74715	          	1998	M01	2014	M02
APUA31974716     	A319	74716	          	1981	M09	2014	M02
APUA3197471A     	A319	7471A	          	1978	M01	2014	M02
APUA32072601     	A320	72601	          	1978	M11	2013	M06
APUA32072610     	A320	72610	          	1978	M11	2014	M02
APUA32072611     	A320	72611	          	1978	M11	2013	M06
APUA32072620     	A320	72620	          	1978	M11	2014	M02
APUA32072621     	A320	72621	          	1978	M11	2013	M06
APUA32074712     	A320	74712	          	1978	M01	1987	M12
APUA32074713     	A320	74713	          	1978	M01	1980	M05
APUA32074714     	A320	74714	          	1978	M01	2014	M02
APUA32074715     	A320	74715	          	1993	M12	2014	M02
APUA32074716     	A320	74716	          	1981	M09	2014	M02
APUA3207471A     	A320	7471A	          	1978	M01	2014	M02
APUA40072511     	A400	72511	          	1978	M11	2014	M02
APUA40072601     	A400	72601	          	1978	M11	2013	M06
APUA40072610     	A400	72610	          	1978	M11	2014	M02
APUA40072611     	A400	72611	          	1978	M11	2013	M06
APUA40072620     	A400	72620	          	1978	M11	2014	M02
APUA40072621     	A400	72621	          	1978	M11	2013	M06
APUA40074712     	A400	74712	          	1978	M01	1991	M04
APUA40074713     	A400	74713	          	1978	M01	1983	M12
APUA40074714     	A400	74714	          	1978	M01	2014	M02
APUA40074715     	A400	74715	          	1993	M12	2014	M02
APUA40074716     	A400	74716	          	1981	M09	2014	M02
APUA40074717     	A400	74717	          	1998	M01	2014	M02
APUA4007471A     	A400	7471A	          	1978	M01	2014	M02
APUA42172601     	A421	72601	          	1978	M11	2013	M06
APUA42172610     	A421	72610	          	1978	M11	2014	M02
APUA42172611     	A421	72611	          	1978	M11	2013	M06
APUA42172620     	A421	72620	          	1978	M11	2014	M02
APUA42172621     	A421	72621	          	1978	M11	2013	M06
APUA42174712     	A421	74712	          	1978	M01	1991	M04
APUA42174713     	A421	74713	          	1978	M01	1982	M09
APUA42174714     	A421	74714	          	1978	M01	2014	M02
APUA42174715     	A421	74715	          	1993	M12	2014	M02
APUA42174716     	A421	74716	          	1981	M09	2014	M02
APUA4217471A     	A421	7471A	          	1978	M01	2014	M02
APUA42272601     	A422	72601	          	1978	M11	2013	M06
APUA42272610     	A422	72610	          	1978	M11	2014	M02
APUA42272611     	A422	72611	          	1978	M11	2013	M06
APUA42272620     	A422	72620	          	1978	M11	2014	M02
APUA42272621     	A422	72621	          	1978	M11	2013	M06
APUA42274712     	A422	74712	          	1978	M01	1991	M04
APUA42274713     	A422	74713	          	1978	M01	1981	M02
APUA42274714     	A422	74714	          	1978	M01	2014	M02
APUA42274715     	A422	74715	          	1993	M12	2014	M02
APUA42274716     	A422	74716	          	1981	M09	2014	M02
APUA4227471A     	A422	7471A	          	1978	M01	2014	M02
APUA42372511     	A423	72511	          	1978	M11	1986	M12
APUA42372601     	A423	72601	          	1978	M11	2013	M06
APUA42372610     	A423	72610	          	1978	M11	2014	M02
APUA42372611     	A423	72611	          	1978	M11	2013	M06
APUA42372620     	A423	72620	          	1978	M11	2014	M02
APUA42372621     	A423	72621	          	1978	M11	2013	M06
APUA42374712     	A423	74712	          	1978	M01	1986	M12
APUA42374713     	A423	74713	          	1978	M01	1981	M03
APUA42374714     	A423	74714	          	1978	M01	2014	M02
APUA42374715     	A423	74715	          	1998	M01	2014	M02
APUA42374716     	A423	74716	          	1981	M09	2014	M02
APUA4237471A     	A423	7471A	          	1978	M01	2014	M02
APUA42472601     	A424	72601	          	1978	M11	1986	M12
APUA42472610     	A424	72610	          	1978	M11	1986	M12
APUA42472611     	A424	72611	          	1978	M11	1986	M12
APUA42472620     	A424	72620	          	1978	M11	1986	M12
APUA42472621     	A424	72621	          	1978	M11	1986	M12
APUA42474712     	A424	74712	          	1978	M01	1986	M12
APUA42474713     	A424	74713	          	1978	M01	1983	M12
APUA42474714     	A424	74714	          	1978	M01	1986	M12
APUA42474716     	A424	74716	          	1981	M09	1986	M12
APUA4247471A     	A424	7471A	          	1978	M01	1986	M12
APUA42572511     	A425	72511	          	1978	M11	1986	M12
APUA42572601     	A425	72601	          	1978	M11	1986	M12
APUA42572610     	A425	72610	          	1978	M11	1986	M12
APUA42572611     	A425	72611	          	1978	M11	1986	M12
APUA42572620     	A425	72620	          	1978	M11	1986	M12
APUA42572621     	A425	72621	          	1978	M11	1986	M12
APUA42574712     	A425	74712	          	1978	M01	1986	M12
APUA42574713     	A425	74713	          	1978	M01	1981	M03
APUA42574714     	A425	74714	          	1978	M01	1986	M12
APUA42574716     	A425	74716	          	1981	M09	1986	M12
APUA4257471A     	A425	7471A	          	1978	M01	1986	M12
APUA42672601     	A426	72601	          	1978	M11	1986	M12
APUA42672610     	A426	72610	          	1978	M11	1986	M12
APUA42672611     	A426	72611	          	1978	M11	1986	M12
APUA42672620     	A426	72620	          	1978	M11	1986	M12
APUA42672621     	A426	72621	          	1978	M11	1986	M12
APUA42674712     	A426	74712	          	1978	M01	1986	M12
APUA42674713     	A426	74713	          	1978	M01	1983	M12
APUA42674714     	A426	74714	          	1978	M01	1986	M12
APUA42674716     	A426	74716	          	1986	M02	1986	M12
APUA4267471A     	A426	7471A	          	1978	M01	1986	M12
APUA42772511     	A427	72511	          	1978	M11	1986	M12
APUA42772601     	A427	72601	          	1978	M11	1986	M12
APUA42772610     	A427	72610	          	1978	M11	1986	M12
APUA42772611     	A427	72611	          	1978	M11	1986	M12
APUA42772620     	A427	72620	          	1978	M11	1986	M12
APUA42772621     	A427	72621	          	1978	M11	1986	M12
APUA42774712     	A427	74712	          	1978	M01	1986	M12
APUA42774713     	A427	74713	          	1978	M01	1981	M04
APUA42774714     	A427	74714	          	1978	M01	1986	M12
APUA42774716     	A427	74716	          	1981	M09	1986	M12
APUA4277471A     	A427	7471A	          	1978	M01	1986	M12
APUA43372601     	A433	72601	          	1978	M11	1986	M12
APUA43372610     	A433	72610	          	1978	M11	1986	M12
APUA43372611     	A433	72611	          	1978	M11	1986	M12
APUA43372620     	A433	72620	          	1978	M11	1986	M12
APUA43372621     	A433	72621	          	1978	M11	1986	M12
APUA43374712     	A433	74712	          	1978	M01	1986	M12
APUA43374713     	A433	74713	          	1978	M01	1980	M09
APUA43374714     	A433	74714	          	1978	M01	1986	M12
APUA43374716     	A433	74716	          	1985	M01	1986	M12
APUA4337471A     	A433	7471A	          	1978	M01	1986	M12
APUB00072511     	B000	72511	          	1987	M01	1997	M12
APUB00072601     	B000	72601	          	1987	M01	1997	M12
APUB00072610     	B000	72610	          	1987	M01	1997	M12
APUB00072611     	B000	72611	          	1987	M01	1997	M12
APUB00072620     	B000	72620	          	1987	M01	1997	M12
APUB00072621     	B000	72621	          	1987	M01	1997	M12
APUB00074712     	B000	74712	          	1987	M01	1991	M04
APUB00074714     	B000	74714	          	1987	M01	1997	M12
APUB00074715     	B000	74715	          	1993	M12	1997	M12
APUB00074716     	B000	74716	          	1987	M01	1997	M12
APUB0007471A     	B000	7471A	          	1987	M01	1997	M12
APUB10072511     	B100	72511	          	1978	M11	1997	M12
APUB10072601     	B100	72601	          	1978	M11	1997	M12
APUB10072610     	B100	72610	          	1978	M11	1997	M12
APUB10072611     	B100	72611	          	1978	M11	1997	M12
APUB10072620     	B100	72620	          	1978	M11	1997	M12
APUB10072621     	B100	72621	          	1978	M11	1997	M12
APUB10074712     	B100	74712	          	1978	M01	1989	M06
APUB10074713     	B100	74713	          	1978	M01	1981	M01
APUB10074714     	B100	74714	          	1978	M01	1997	M12
APUB10074715     	B100	74715	          	1993	M12	1997	M12
APUB10074716     	B100	74716	          	1981	M09	1997	M12
APUB1007471A     	B100	7471A	          	1978	M01	1997	M12
APUB20072511     	B200	72511	          	1978	M11	1997	M12
APUB20072601     	B200	72601	          	1978	M11	1997	M12
APUB20072610     	B200	72610	          	1978	M11	1997	M12
APUB20072611     	B200	72611	          	1978	M11	1997	M12
APUB20072620     	B200	72620	          	1978	M11	1997	M12
APUB20072621     	B200	72621	          	1978	M11	1997	M12
APUB20074712     	B200	74712	          	1978	M01	1989	M05
APUB20074713     	B200	74713	          	1978	M01	1980	M05
APUB20074714     	B200	74714	          	1978	M01	1997	M12
APUB20074715     	B200	74715	          	1993	M12	1997	M12
APUB20074716     	B200	74716	          	1981	M09	1997	M12
APUB2007471A     	B200	7471A	          	1978	M01	1997	M12
APUB30072511     	B300	72511	          	1978	M11	1997	M12
APUB30072601     	B300	72601	          	1978	M11	1997	M12
APUB30072610     	B300	72610	          	1978	M11	1997	M12
APUB30072611     	B300	72611	          	1978	M11	1997	M12
APUB30072620     	B300	72620	          	1978	M11	1997	M12
APUB30072621     	B300	72621	          	1978	M11	1997	M12
APUB30074712     	B300	74712	          	1978	M01	1990	M07
APUB30074713     	B300	74713	          	1978	M01	1980	M10
APUB30074714     	B300	74714	          	1978	M01	1997	M12
APUB30074715     	B300	74715	          	1993	M12	1997	M12
APUB30074716     	B300	74716	          	1981	M09	1997	M12
APUB3007471A     	B300	7471A	          	1978	M01	1997	M12
APUB40072511     	B400	72511	          	1978	M11	1988	M02
APUB40072601     	B400	72601	          	1978	M11	1988	M12
APUB40072610     	B400	72610	          	1978	M11	1988	M12
APUB40072611     	B400	72611	          	1978	M11	1988	M12
APUB40072620     	B400	72620	          	1978	M11	1988	M12
APUB40072621     	B400	72621	          	1978	M11	1988	M12
APUB40074712     	B400	74712	          	1978	M01	1988	M12
APUB40074713     	B400	74713	          	1978	M01	1983	M12
APUB40074714     	B400	74714	          	1978	M01	1988	M12
APUB40074716     	B400	74716	          	1981	M09	1988	M12
APUB4007471A     	B400	7471A	          	1978	M01	1988	M12
APUC00072511     	C000	72511	          	1987	M01	1997	M12
APUC00072601     	C000	72601	          	1987	M01	1997	M12
APUC00072610     	C000	72610	          	1987	M01	1997	M12
APUC00072611     	C000	72611	          	1987	M01	1997	M12
APUC00072620     	C000	72620	          	1987	M01	1997	M12
APUC00072621     	C000	72621	          	1987	M01	1997	M12
APUC00074712     	C000	74712	          	1987	M01	1991	M04
APUC00074714     	C000	74714	          	1987	M01	1997	M12
APUC00074715     	C000	74715	          	1993	M12	1997	M12
APUC00074716     	C000	74716	          	1987	M01	1997	M12
APUC0007471A     	C000	7471A	          	1987	M01	1997	M12
APUC10072511     	C100	72511	          	1978	M11	1997	M12
APUC10072601     	C100	72601	          	1978	M11	1997	M12
APUC10072610     	C100	72610	          	1978	M11	1997	M12
APUC10072611     	C100	72611	          	1978	M11	1997	M12
APUC10072620     	C100	72620	          	1978	M11	1997	M12
APUC10072621     	C100	72621	          	1978	M11	1997	M12
APUC10074712     	C100	74712	          	1978	M01	1989	M04
APUC10074713     	C100	74713	          	1978	M01	1980	M05
APUC10074714     	C100	74714	          	1978	M01	1997	M12
APUC10074715     	C100	74715	          	1993	M12	1997	M12
APUC10074716     	C100	74716	          	1981	M09	1997	M12
APUC1007471A     	C100	7471A	          	1978	M01	1997	M12
APUC20072511     	C200	72511	          	1978	M11	1997	M12
APUC20072601     	C200	72601	          	1978	M11	1997	M12
APUC20072610     	C200	72610	          	1978	M11	1997	M12
APUC20072611     	C200	72611	          	1978	M11	1997	M12
APUC20072620     	C200	72620	          	1978	M11	1997	M12
APUC20072621     	C200	72621	          	1978	M11	1997	M12
APUC20074712     	C200	74712	          	1978	M01	1991	M04
APUC20074713     	C200	74713	          	1978	M01	1980	M05
APUC20074714     	C200	74714	          	1978	M01	1997	M12
APUC20074715     	C200	74715	          	1993	M12	1997	M12
APUC20074716     	C200	74716	          	1986	M02	1997	M12
APUC2007471A     	C200	7471A	          	1978	M01	1997	M12
APUC30072511     	C300	72511	          	1987	M01	1991	M06
APUC30072601     	C300	72601	          	1978	M11	1997	M12
APUC30072610     	C300	72610	          	1978	M11	1997	M12
APUC30072611     	C300	72611	          	1978	M11	1997	M12
APUC30072620     	C300	72620	          	1978	M11	1997	M12
APUC30072621     	C300	72621	          	1978	M11	1997	M12
APUC30074712     	C300	74712	          	1978	M01	1990	M02
APUC30074713     	C300	74713	          	1978	M01	1981	M02
APUC30074714     	C300	74714	          	1978	M01	1997	M12
APUC30074715     	C300	74715	          	1993	M12	1997	M12
APUC30074716     	C300	74716	          	1981	M09	1997	M12
APUC3007471A     	C300	7471A	          	1978	M01	1997	M12
APUC40072511     	C400	72511	          	1978	M11	1997	M12
APUC40072601     	C400	72601	          	1978	M11	1997	M12
APUC40072610     	C400	72610	          	1978	M11	1997	M12
APUC40072611     	C400	72611	          	1978	M11	1997	M12
APUC40072620     	C400	72620	          	1978	M11	1997	M12
APUC40072621     	C400	72621	          	1978	M11	1997	M12
APUC40074712     	C400	74712	          	1978	M01	1991	M04
APUC40074713     	C400	74713	          	1978	M01	1981	M12
APUC40074714     	C400	74714	          	1978	M01	1997	M12
APUC40074715     	C400	74715	          	1993	M12	1997	M12
APUC40074716     	C400	74716	          	1981	M09	1997	M12
APUC4007471A     	C400	7471A	          	1978	M01	1997	M12
APUD00072511     	D000	72511	          	1987	M01	2014	M02
APUD00072601     	D000	72601	          	1987	M01	2013	M06
APUD00072610     	D000	72610	          	1987	M01	2014	M02
APUD00072611     	D000	72611	          	1987	M01	2013	M06
APUD00072620     	D000	72620	          	1987	M01	2014	M02
APUD00072621     	D000	72621	          	1987	M01	2013	M06
APUD00074712     	D000	74712	          	1987	M01	1991	M04
APUD00074714     	D000	74714	          	1987	M01	2014	M02
APUD00074715     	D000	74715	          	1993	M12	2014	M02
APUD00074716     	D000	74716	          	1987	M01	2014	M02
APUD00074717     	D000	74717	          	1998	M01	2014	M02
APUD0007471A     	D000	7471A	          	1987	M01	2014	M02
APUD10072511     	D100	72511	          	1978	M11	1986	M12
APUD10072601     	D100	72601	          	1978	M11	1986	M12
APUD10072610     	D100	72610	          	1978	M11	1986	M12
APUD10072611     	D100	72611	          	1978	M11	1986	M12
APUD10072620     	D100	72620	          	1978	M11	1986	M12
APUD10072621     	D100	72621	          	1978	M11	1986	M12
APUD10074712     	D100	74712	          	1978	M01	1986	M12
APUD10074713     	D100	74713	          	1978	M01	1980	M05
APUD10074714     	D100	74714	          	1978	M01	1986	M12
APUD10074716     	D100	74716	          	1981	M12	1986	M12
APUD1007471A     	D100	7471A	          	1978	M01	1986	M12
APUD20072511     	D200	72511	          	1979	M09	2014	M02
APUD20072601     	D200	72601	          	1979	M08	2013	M06
APUD20072610     	D200	72610	          	1978	M11	2014	M02
APUD20072611     	D200	72611	          	1979	M08	2013	M06
APUD20072620     	D200	72620	          	1978	M11	2014	M02
APUD20072621     	D200	72621	          	1978	M11	2013	M06
APUD20074712     	D200	74712	          	1978	M01	1990	M01
APUD20074713     	D200	74713	          	1978	M01	1980	M05
APUD20074714     	D200	74714	          	1978	M01	2014	M02
APUD20074715     	D200	74715	          	1993	M12	2014	M02
APUD20074716     	D200	74716	          	1993	M12	2014	M02
APUD20074717     	D200	74717	          	2007	M09	2014	M02
APUD2007471A     	D200	7471A	          	1978	M01	2014	M02
APUD30072511     	D300	72511	          	1979	M05	2009	M10
APUD30072601     	D300	72601	          	1978	M11	2013	M06
APUD30072610     	D300	72610	          	1978	M11	2014	M02
APUD30072611     	D300	72611	          	1978	M11	2013	M06
APUD30072620     	D300	72620	          	1978	M11	2014	M02
APUD30072621     	D300	72621	          	1978	M11	2013	M06
APUD30074712     	D300	74712	          	1978	M01	1989	M04
APUD30074713     	D300	74713	          	1978	M01	1980	M05
APUD30074714     	D300	74714	          	1978	M01	2014	M02
APUD30074715     	D300	74715	          	1993	M12	2014	M02
APUD30074716     	D300	74716	          	1981	M09	2014	M02
APUD30074717     	D300	74717	          	2005	M05	2014	M02
APUD3007471A     	D300	7471A	          	1978	M01	2014	M02
APUD40072511     	D400	72511	          	1979	M06	1986	M12
APUD40072601     	D400	72601	          	1978	M11	1986	M12
APUD40072610     	D400	72610	          	1978	M11	1986	M12
APUD40072611     	D400	72611	          	1978	M11	1986	M12
APUD40072620     	D400	72620	          	1978	M11	1986	M12
APUD40072621     	D400	72621	          	1978	M11	1986	M12
APUD40074712     	D400	74712	          	1978	M01	1986	M12
APUD40074713     	D400	74713	          	1978	M01	1981	M01
APUD40074714     	D400	74714	          	1978	M01	1986	M12
APUD4007471A     	D400	7471A	          	1978	M01	1986	M12
APUX00072511     	X000	72511	          	1998	M01	2014	M02
APUX00072601     	X000	72601	          	1998	M01	2013	M06
APUX00072610     	X000	72610	          	1998	M01	2014	M02
APUX00072611     	X000	72611	          	1998	M01	2013	M06
APUX00072620     	X000	72620	          	1998	M01	2014	M02
APUX00072621     	X000	72621	          	1998	M01	2013	M06
APUX00074714     	X000	74714	          	1998	M01	2014	M02
APUX00074715     	X000	74715	          	1998	M01	2014	M02
APUX00074716     	X000	74716	          	1998	M01	2014	M02
APUX00074717     	X000	74717	          	1998	M01	2014	M02
APUX0007471A     	X000	7471A	          	1998	M01	2014	M02
APUX10072511     	X100	72511	          	1998	M01	2014	M02
APUX10072601     	X100	72601	          	1998	M01	2013	M06
APUX10072610     	X100	72610	          	1998	M01	2014	M02
APUX10072611     	X100	72611	          	1998	M01	2013	M06
APUX10072620     	X100	72620	          	1998	M01	2014	M02
APUX10072621     	X100	72621	          	1998	M01	2013	M06
APUX10074714     	X100	74714	          	1998	M01	2014	M02
APUX10074715     	X100	74715	          	1998	M01	2014	M02
APUX10074716     	X100	74716	          	1998	M01	2014	M02
APUX10074717     	X100	74717	          	1998	M01	2014	M02
APUX1007471A     	X100	7471A	          	1998	M01	2014	M02
APUX20072511     	X200	72511	          	1998	M01	2014	M02
APUX20072601     	X200	72601	          	1998	M01	2013	M06
APUX20072610     	X200	72610	          	1998	M01	2014	M02
APUX20072611     	X200	72611	          	1998	M01	2013	M06
APUX20072620     	X200	72620	          	1998	M01	2014	M02
APUX20072621     	X200	72621	          	1998	M01	2013	M06
APUX20074714     	X200	74714	          	1998	M01	2014	M02
APUX20074715     	X200	74715	          	1998	M01	2014	M02
APUX20074716     	X200	74716	          	1998	M01	2014	M02
APUX20074717     	X200	74717	          	1998	M01	2014	M02
APUX2007471A     	X200	7471A	          	1998	M01	2014	M02
APUX30072511     	X300	72511	          	1998	M01	2014	M02
APUX30072601     	X300	72601	          	1998	M01	2013	M06
APUX30072610     	X300	72610	          	1998	M01	2014	M02
APUX30072611     	X300	72611	          	1998	M01	2013	M06
APUX30072620     	X300	72620	          	1998	M01	2014	M02
APUX30072621     	X300	72621	          	1998	M01	2013	M06
APUX30074714     	X300	74714	          	1998	M01	2014	M02
APUX30074715     	X300	74715	          	1998	M01	2014	M02
APUX30074716     	X300	74716	          	1998	M01	2014	M02
APUX30074717     	X300	74717	          	1998	M01	2014	M02
APUX3007471A     	X300	7471A	          	1998	M01	2014	M02
APUX40072511     	X400	72511	          	1998	M01	2014	M02
APUX40072601     	X400	72601	          	1998	M01	2013	M06
APUX40072610     	X400	72610	          	1998	M01	2014	M02
APUX40072611     	X400	72611	          	1998	M01	2013	M06
APUX40072620     	X400	72620	          	1998	M01	2014	M02
APUX40072621     	X400	72621	          	1998	M01	2013	M06
APUX40074714     	X400	74714	          	1998	M01	2014	M02
APUX40074715     	X400	74715	          	1998	M01	2014	M02
APUX40074716     	X400	74716	          	1998	M01	2014	M02
APUX40074717     	X400	74717	          	1998	M01	2014	M02
APUX4007471A     	X400	7471A	          	1998	M01	2014	M02
